date,tmax,tmin,rain,tmax_tomorrow
10-04-2016,59,55,0.2,66
11-04-2016,66,54,0,63
12-04-2016,63,54,0,65
13-04-2016,65,54,0,65
14-04-2016,65,49,0.08,70
15-04-2016,70,50,0,80
16-04-2016,80,48,0,81
17-04-2016,81,52,0,81
18-04-2016,81,53,0,79
19-04-2016,79,53,0,74
20-04-2016,74,49,0,76
21-04-2016,76,58,0,65
22-04-2016,65,57,0.05,67
23-04-2016,67,50,0,69
24-04-2016,69,52,0,68
25-04-2016,68,50,0,66
26-04-2016,66,47,0,65
27-04-2016,65,54,0.03,68
28-04-2016,68,48,0,66
29-04-2016,66,52,0,82
30-04-2016,82,55,0,80
01-05-2016,80,55,,68
02-05-2016,68,53,,69
03-05-2016,69,54,0,69
04-05-2016,69,56,0,68
05-05-2016,68,57,0,60
06-05-2016,60,56,0,62
07-05-2016,62,57,0.02,67
08-05-2016,67,56,,66
09-05-2016,66,54,0,68
10-05-2016,68,54,0,67
11-05-2016,67,53,0,66
12-05-2016,66,53,0,67
13-05-2016,67,57,0,71
14-05-2016,71,57,0,69
15-05-2016,69,57,0,73
16-05-2016,73,56,0,88
17-05-2016,88,52,0,76
18-05-2016,76,57,0,67
19-05-2016,67,55,0,64
20-05-2016,64,53,0,68
21-05-2016,68,55,0,68
22-05-2016,68,56,0,68
23-05-2016,68,55,0,65
24-05-2016,65,57,0,66
25-05-2016,66,57,0,70
26-05-2016,70,55,0,75
27-05-2016,75,53,0,82
28-05-2016,82,56,0,73
29-05-2016,73,55,0,73
30-05-2016,73,54,0,77
31-05-2016,77,54,0,71
01-06-2016,71,54,0,76
02-06-2016,76,57,0,89
03-06-2016,89,54,0,77
04-06-2016,77,57,0,75
05-06-2016,75,55,0,68
06-06-2016,68,55,0,70
07-06-2016,70,59,0,70
08-06-2016,70,59,0,66
09-06-2016,66,59,0,70
10-06-2016,70,55,0,82
11-06-2016,82,51,0,76
12-06-2016,76,55,0,67
13-06-2016,67,57,0,68
14-06-2016,68,56,0,67
15-06-2016,67,55,0,73
16-06-2016,73,58,0,72
17-06-2016,72,59,0,76
18-06-2016,76,57,0,87
19-06-2016,87,56,0,75
20-06-2016,75,54,0,80
21-06-2016,80,54,0,67
22-06-2016,67,54,0,73
23-06-2016,73,55,0,75
24-06-2016,75,56,0,79
25-06-2016,79,55,0,78
26-06-2016,78,55,0,75
27-06-2016,75,54,0,72
28-06-2016,72,55,0,64
29-06-2016,64,54,0,74
30-06-2016,74,56,0,69
01-07-2016,69,54,0,72
02-07-2016,72,55,0,70
03-07-2016,70,56,0,71
04-07-2016,71,57,0,68
05-07-2016,68,57,0,65
06-07-2016,65,57,0,65
07-07-2016,65,57,0,68
08-07-2016,68,55,0,74
09-07-2016,74,59,0,77
10-07-2016,77,57,0,73
11-07-2016,73,53,0,71
12-07-2016,71,57,0,80
13-07-2016,80,59,0,72
14-07-2016,72,56,0,70
15-07-2016,70,56,0,73
16-07-2016,73,57,0,68
17-07-2016,68,58,0,70
18-07-2016,70,58,0,70
19-07-2016,70,57,0,70
20-07-2016,70,56,0,71
21-07-2016,71,56,0,74
22-07-2016,74,56,0,77
23-07-2016,77,54,0,73
24-07-2016,73,56,0,73
25-07-2016,73,56,0,83
26-07-2016,83,54,0,77
27-07-2016,77,57,0,75
28-07-2016,75,56,0,73
29-07-2016,73,56,0,69
30-07-2016,69,57,0,70
31-07-2016,70,58,0,72
01-08-2016,72,58,0,71
02-08-2016,71,57,0,72
03-08-2016,72,55,0,66
04-08-2016,66,58,0,68
05-08-2016,68,57,0,67
06-08-2016,67,57,0,71
07-08-2016,71,57,0,73
08-08-2016,73,57,0,74
09-08-2016,74,57,0,73
10-08-2016,73,56,0,72
11-08-2016,72,58,0,71
12-08-2016,71,58,0,75
13-08-2016,75,56,0,71
14-08-2016,71,57,0,69
15-08-2016,69,56,0,70
16-08-2016,70,57,0,70
17-08-2016,70,57,0,72
18-08-2016,72,59,0,70
19-08-2016,70,59,0,69
20-08-2016,69,60,0,70
21-08-2016,70,60,0,69
22-08-2016,69,59,0,71
23-08-2016,71,60,0,69
24-08-2016,69,58,0,69
25-08-2016,69,57,0,73
26-08-2016,73,62,0,72
27-08-2016,72,61,0,72
28-08-2016,72,60,0,73
29-08-2016,73,59,0,74
30-08-2016,74,61,0,72
31-08-2016,72,59,0,67
01-09-2016,67,59,0,72
02-09-2016,72,58,0,66
03-09-2016,66,58,0,69
04-09-2016,69,57,0,74
05-09-2016,74,52,0,82
06-09-2016,82,51,0,87
07-09-2016,87,52,0,71
08-09-2016,71,56,0,69
09-09-2016,69,57,0,69
10-09-2016,69,58,0,69
11-09-2016,69,59,0,67
12-09-2016,67,58,0,73
13-09-2016,73,56,0,75
14-09-2016,75,53,0,69
15-09-2016,69,56,0,72
16-09-2016,72,56,0,78
17-09-2016,78,56,0,89
18-09-2016,89,53,0,90
19-09-2016,90,59,0,72
20-09-2016,72,58,0,69
21-09-2016,69,55,0,71
22-09-2016,71,56,0,75
23-09-2016,75,51,0,82
24-09-2016,82,55,0,94
25-09-2016,94,55,0,95
26-09-2016,95,56,0,84
27-09-2016,84,58,0,68
28-09-2016,68,55,0,65
29-09-2016,65,56,0,67
30-09-2016,67,55,0,71
01-10-2016,71,48,0,69
02-10-2016,69,56,0,66
03-10-2016,66,51,0,70
04-10-2016,70,57,0,72
05-10-2016,72,50,0,76
06-10-2016,76,49,0,83
07-10-2016,83,52,0,83
08-10-2016,83,52,0,81
09-10-2016,81,51,0,66
10-10-2016,66,52,0,69
11-10-2016,69,56,0,64
12-10-2016,64,56,0,72
13-10-2016,72,56,0,67
14-10-2016,67,59,0.4,73
15-10-2016,73,57,0.38,67
16-10-2016,67,63,0.84,69
17-10-2016,69,55,0,69
18-10-2016,69,51,0,74
19-10-2016,74,50,0,76
20-10-2016,76,51,0,76
21-10-2016,76,52,0,69
22-10-2016,69,53,0,67
23-10-2016,67,51,0,69
24-10-2016,69,63,0.02,73
25-10-2016,73,63,0.03,73
26-10-2016,73,55,0,73
27-10-2016,73,60,0.42,69
28-10-2016,69,63,0.25,70
29-10-2016,70,60,0,67
30-10-2016,67,59,0.55,67
31-10-2016,67,54,0,65
01-11-2016,65,53,0,68
02-11-2016,68,48,0,75
03-11-2016,75,51,0,72
04-11-2016,72,52,0,67
05-11-2016,67,49,0,70
06-11-2016,70,60,0,70
07-11-2016,70,55,0,73
08-11-2016,73,56,0,73
09-11-2016,73,54,0,74
10-11-2016,74,54,0,75
11-11-2016,75,54,0,72
12-11-2016,72,56,0,71
13-11-2016,71,52,0,62
14-11-2016,62,51,0,64
15-11-2016,64,55,0,63
16-11-2016,63,46,0,61
17-11-2016,61,42,0,69
18-11-2016,69,43,0,61
19-11-2016,61,57,0.19,62
20-11-2016,62,52,0.14,62
21-11-2016,62,45,0,62
22-11-2016,62,45,0.28,61
23-11-2016,61,45,0.28,60
24-11-2016,60,40,0,59
25-11-2016,59,43,0,58
26-11-2016,58,52,0.38,61
27-11-2016,61,52,0.11,63
28-11-2016,63,50,0.02,60
29-11-2016,60,41,0,57
30-11-2016,57,41,0,61
01-12-2016,61,40,0,65
02-12-2016,65,46,0,62
03-12-2016,62,41,0,60
04-12-2016,60,42,0,56
05-12-2016,56,49,0,58
06-12-2016,58,43,0,53
07-12-2016,53,41,0.19,60
08-12-2016,60,47,0.5,64
09-12-2016,64,56,0.09,61
10-12-2016,61,52,0.98,54
11-12-2016,54,46,0,58
12-12-2016,58,46,0,58
13-12-2016,58,50,0.01,62
14-12-2016,62,55,0.02,60
15-12-2016,60,47,1.48,56
16-12-2016,56,45,0,52
17-12-2016,52,35,0,56
18-12-2016,56,34,0,58
19-12-2016,58,33,0,56
20-12-2016,56,37,0,66
21-12-2016,66,43,0,65
22-12-2016,65,42,0,54
23-12-2016,54,47,0.87,53
24-12-2016,53,42,0,53
25-12-2016,53,35,0,55
26-12-2016,55,38,0,54
27-12-2016,54,37,0,62
28-12-2016,62,36,0,59
29-12-2016,59,39,0,59
30-12-2016,59,41,0,56
31-12-2016,56,42,0,56
01-01-2017,56,47,0.02,54
02-01-2017,54,45,0.07,59
03-01-2017,59,49,0.48,57
04-01-2017,57,48,0.68,52
05-01-2017,52,39,0,52
06-01-2017,52,34,0,62
07-01-2017,62,44,0.56,61
08-01-2017,61,57,0.98,60
09-01-2017,60,53,0.4,60
10-01-2017,60,55,1.42,58
11-01-2017,58,49,0.06,53
12-01-2017,53,45,0.18,56
13-01-2017,56,39,0,56
14-01-2017,56,38,0,55
15-01-2017,55,38,0,53
16-01-2017,53,39,0,55
17-01-2017,55,39,0,54
18-01-2017,54,48,0.58,58
19-01-2017,58,51,0.02,57
20-01-2017,57,48,1.01,56
21-01-2017,56,49,0.33,58
22-01-2017,58,48,0.56,53
23-01-2017,53,46,0.18,56
24-01-2017,56,41,0,56
25-01-2017,56,41,0,56
26-01-2017,56,44,0,58
27-01-2017,58,41,0,59
28-01-2017,59,39,0,61
29-01-2017,61,41,0,62
30-01-2017,62,39,0,58
31-01-2017,58,39,0,61
01-02-2017,61,47,0,64
02-02-2017,64,51,0.1,61
03-02-2017,61,56,0.42,60
04-02-2017,60,51,0.06,63
05-02-2017,63,49,0.12,60
06-02-2017,60,55,0.74,62
07-02-2017,62,57,0.68,64
08-02-2017,64,58,0.33,64
09-02-2017,64,58,0.55,63
10-02-2017,63,52,0.13,61
11-02-2017,61,46,0,64
12-02-2017,64,42,0,62
13-02-2017,62,45,0,65
14-02-2017,65,46,0,65
15-02-2017,65,51,0,64
16-02-2017,64,54,0.38,61
17-02-2017,61,54,1.16,59
18-02-2017,59,52,0.11,57
19-02-2017,57,51,0.08,61
20-02-2017,61,55,2,62
21-02-2017,62,52,0.4,57
22-02-2017,57,43,0.01,55
23-02-2017,55,41,0,56
24-02-2017,56,37,0,56
25-02-2017,56,40,0,58
26-02-2017,58,39,0.03,56
27-02-2017,56,41,0.04,60
28-02-2017,60,39,0,62
01-03-2017,62,41,0,66
02-03-2017,66,41,0,65
03-03-2017,65,43,0,62
04-03-2017,62,52,0.61,54
05-03-2017,54,46,0.22,55
06-03-2017,55,45,0.16,60
07-03-2017,60,42,0,67
08-03-2017,67,44,0,71
09-03-2017,71,49,0,69
10-03-2017,69,53,0,66
11-03-2017,66,51,0,71
12-03-2017,71,47,0,74
13-03-2017,74,48,0,78
14-03-2017,78,53,0,63
15-03-2017,63,54,0,67
16-03-2017,67,53,0,76
17-03-2017,76,48,0,68
18-03-2017,68,53,0,64
19-03-2017,64,56,0,64
20-03-2017,64,55,0.4,67
21-03-2017,67,59,0.3,63
22-03-2017,63,52,0.28,62
23-03-2017,62,45,0,58
24-03-2017,58,53,0.68,64
25-03-2017,64,52,0,64
26-03-2017,64,54,0.04,65
27-03-2017,65,52,0,74
28-03-2017,74,49,0,68
29-03-2017,68,50,0,66
30-03-2017,66,55,0,76
31-03-2017,76,53,0,76
01-04-2017,76,49,0,74
02-04-2017,74,52,0,70
03-04-2017,70,48,0,70
04-04-2017,70,51,0,74
05-04-2017,74,52,0,67
06-04-2017,67,50,0.92,65
07-04-2017,65,50,0.52,59
08-04-2017,59,46,0.09,62
09-04-2017,62,42,0,67
10-04-2017,67,46,0,67
11-04-2017,67,55,0.01,67
12-04-2017,67,55,0.31,62
13-04-2017,62,52,0.01,65
14-04-2017,65,44,0,67
15-04-2017,67,45,0,62
16-04-2017,62,51,0.23,65
17-04-2017,65,55,0.1,68
18-04-2017,68,56,0.03,69
19-04-2017,69,55,0.23,69
20-04-2017,69,54,0.01,75
21-04-2017,75,51,0,67
22-04-2017,67,49,0,67
23-04-2017,67,54,0,65
24-04-2017,65,55,0,66
25-04-2017,66,56,0,66
26-04-2017,66,54,0,69
27-04-2017,69,51,0,73
28-04-2017,73,49,0,79
29-04-2017,79,53,0,77
30-04-2017,77,52,0,87
01-05-2017,87,54,0,85
02-05-2017,85,57,0,90
03-05-2017,90,58,0,68
04-05-2017,68,56,0,69
05-05-2017,69,54,0,66
06-05-2017,66,52,0,73
07-05-2017,73,54,0,73
08-05-2017,73,51,0,77
09-05-2017,77,52,0,66
10-05-2017,66,54,0,68
11-05-2017,68,54,0,67
12-05-2017,67,54,0,67
13-05-2017,67,51,0,65
14-05-2017,65,47,0,66
15-05-2017,66,53,0,65
16-05-2017,65,53,0,69
17-05-2017,69,52,0,76
18-05-2017,76,50,0,83
19-05-2017,83,53,0,85
20-05-2017,85,56,0,82
21-05-2017,82,56,0,73
22-05-2017,73,54,0,70
23-05-2017,70,55,0,68
24-05-2017,68,55,0,66
25-05-2017,66,57,0,66
26-05-2017,66,56,0,68
27-05-2017,68,56,0,65
28-05-2017,65,55,0,63
29-05-2017,63,55,0,63
30-05-2017,63,55,0,71
31-05-2017,71,56,0,69
01-06-2017,69,57,0,74
02-06-2017,74,55,0,69
03-06-2017,69,55,0,69
04-06-2017,69,53,0,74
05-06-2017,74,51,0,67
06-06-2017,67,54,0,68
07-06-2017,68,56,0,69
08-06-2017,69,61,0.03,69
09-06-2017,69,58,0,70
10-06-2017,70,56,0,68
11-06-2017,68,54,0,69
12-06-2017,69,52,0,73
13-06-2017,73,53,0,76
14-06-2017,76,52,0,76
15-06-2017,76,55,0,78
16-06-2017,78,60,0,83
17-06-2017,83,61,0,97
18-06-2017,97,66,0,81
19-06-2017,81,61,0,77
20-06-2017,77,59,0,78
21-06-2017,78,57,0,85
22-06-2017,85,61,0,72
23-06-2017,72,59,0,71
24-06-2017,71,60,0,70
25-06-2017,70,59,0,75
26-06-2017,75,61,0,68
27-06-2017,68,60,0,68
28-06-2017,68,59,0,68
29-06-2017,68,58,0,68
30-06-2017,68,56,0,68
01-07-2017,68,56,0,71
02-07-2017,71,57,0,73
03-07-2017,73,58,0,70
04-07-2017,70,58,0,71
05-07-2017,71,57,0,75
06-07-2017,75,56,0,81
07-07-2017,81,57,0,79
08-07-2017,79,58,0,73
09-07-2017,73,56,0,72
10-07-2017,72,55,0,74
11-07-2017,74,55,0,70
12-07-2017,70,56,0,72
13-07-2017,72,57,0,75
14-07-2017,75,58,0,86
15-07-2017,86,56,0,87
16-07-2017,87,59,0,74
17-07-2017,74,58,0,70
18-07-2017,70,57,0,72
19-07-2017,72,55,0,71
20-07-2017,71,58,0,74
21-07-2017,74,56,0,84
22-07-2017,84,56,0,73
23-07-2017,73,59,0,76
24-07-2017,76,57,0,73
25-07-2017,73,58,0,72
26-07-2017,72,57,0,76
27-07-2017,76,55,0,67
28-07-2017,67,55,0,66
29-07-2017,66,55,0,70
30-07-2017,70,56,0,70
31-07-2017,70,56,0,75
01-08-2017,75,54,0,84
02-08-2017,84,56,0,75
03-08-2017,75,62,0,73
04-08-2017,73,65,0,72
05-08-2017,72,59,0,70
06-08-2017,70,60,0,70
07-08-2017,70,61,0,68
08-08-2017,68,59,0,65
09-08-2017,65,58,0,68
10-08-2017,68,58,0,70
11-08-2017,70,58,0,66
12-08-2017,66,57,0,69
13-08-2017,69,57,0,64
14-08-2017,64,57,0,68
15-08-2017,68,58,0,72
16-08-2017,72,59,0,71
17-08-2017,71,59,0,71
18-08-2017,71,60,0,70
19-08-2017,70,59,0,74
20-08-2017,74,61,0,73
21-08-2017,73,60,0,73
22-08-2017,73,58,0,68
23-08-2017,68,58,0,66
24-08-2017,66,58,0,71
25-08-2017,71,55,0,84
26-08-2017,84,51,0,82
27-08-2017,82,56,0,79
28-08-2017,79,58,0,68
29-08-2017,68,58,0,69
30-08-2017,69,56,0,90
31-08-2017,90,53,0,101
01-09-2017,101,60,0,101
02-09-2017,101,66,0,89
03-09-2017,89,67,0,81
04-09-2017,81,63,0,81
05-09-2017,81,64,0,77
06-09-2017,77,61,0,73
07-09-2017,73,62,0,70
08-09-2017,70,60,0,74
09-09-2017,74,61,0,92
10-09-2017,92,57,0,85
11-09-2017,85,65,0.07,84
12-09-2017,84,62,0,73
13-09-2017,73,63,0,69
14-09-2017,69,61,0,72
15-09-2017,72,55,0,71
16-09-2017,71,53,0,70
17-09-2017,70,57,0,71
18-09-2017,71,61,0,74
19-09-2017,74,55,0,72
20-09-2017,72,56,0,68
21-09-2017,68,56,0,68
22-09-2017,68,52,0,78
23-09-2017,78,49,0,77
24-09-2017,77,49,0,81
25-09-2017,81,51,0,91
26-09-2017,91,52,0,87
27-09-2017,87,55,0,82
28-09-2017,82,54,0,67
29-09-2017,67,56,0,73
30-09-2017,73,55,0,73
01-10-2017,73,50,0,73
02-10-2017,73,50,0,72
03-10-2017,72,51,0,75
04-10-2017,75,48,0,77
05-10-2017,77,48,0,82
06-10-2017,82,47,0,78
07-10-2017,78,50,0,77
08-10-2017,77,49,0,76
09-10-2017,76,56,0,76
10-10-2017,76,50,0,66
11-10-2017,66,48,0,70
12-10-2017,70,45,0,72
13-10-2017,72,43,0,79
14-10-2017,79,44,0,79
15-10-2017,79,46,0,79
16-10-2017,79,46,0,76
17-10-2017,76,49,0,63
18-10-2017,63,42,0,64
19-10-2017,64,53,0.11,63
20-10-2017,63,50,0.02,67
21-10-2017,67,44,0,72
22-10-2017,72,47,0,86
23-10-2017,86,50,0,92
24-10-2017,92,60,0,83
25-10-2017,83,54,0,82
26-10-2017,82,52,0,81
27-10-2017,81,50,0,68
28-10-2017,68,50,,61
29-10-2017,61,53,0,62
30-10-2017,62,54,0,64
31-10-2017,64,48,0,66
01-11-2017,66,46,0,65
02-11-2017,65,46,0,65
03-11-2017,65,53,0.09,61
04-11-2017,61,50,0.28,59
05-11-2017,59,46,0,63
06-11-2017,63,45,0,64
07-11-2017,64,40,0,63
08-11-2017,63,46,0.06,73
09-11-2017,73,53,0.02,62
10-11-2017,62,49,0.1,63
11-11-2017,63,50,0,63
12-11-2017,63,48,0,66
13-11-2017,66,53,0.01,64
14-11-2017,64,49,0,64
15-11-2017,64,51,0.19,62
16-11-2017,62,52,1.87,63
17-11-2017,63,42,0,60
18-11-2017,60,39,0,60
19-11-2017,60,38,0,66
20-11-2017,66,54,0,65
21-11-2017,65,54,0,67
22-11-2017,67,50,0,65
23-11-2017,65,53,0,66
24-11-2017,66,52,0,70
25-11-2017,70,53,0,63
26-11-2017,63,56,0.13,59
27-11-2017,59,45,0.25,59
28-11-2017,59,40,0,61
29-11-2017,61,41,0,62
30-11-2017,62,42,0,58
01-12-2017,58,41,0,57
02-12-2017,57,41,0.01,59
03-12-2017,59,44,0.01,64
04-12-2017,64,37,0,67
05-12-2017,67,39,0,65
06-12-2017,65,37,0,62
07-12-2017,62,42,0,66
08-12-2017,66,36,0,64
09-12-2017,64,36,0,62
10-12-2017,62,36,0,61
11-12-2017,61,35,0,60
12-12-2017,60,33,0,59
13-12-2017,59,34,0,63
14-12-2017,63,34,0,58
15-12-2017,58,37,0,64
16-12-2017,64,40,0,64
17-12-2017,64,42,0,59
18-12-2017,59,37,0,58
19-12-2017,58,35,0,56
20-12-2017,56,43,0.07,58
21-12-2017,58,36,0,54
22-12-2017,54,31,0,54
23-12-2017,54,40,0,54
24-12-2017,54,41,0,57
25-12-2017,57,41,0,60
26-12-2017,60,36,0,56
27-12-2017,56,36,0,58
28-12-2017,58,36,0,57
29-12-2017,57,39,0,56
30-12-2017,56,35,0,60
31-12-2017,60,39,0,57
01-01-2018,57,39,0,58
02-01-2018,58,44,0,56
03-01-2018,56,40,0.62,64
04-01-2018,64,52,0.02,60
05-01-2018,60,52,0.33,56
06-01-2018,56,42,0,52
07-01-2018,52,41,0,58
08-01-2018,58,47,2.56,58
09-01-2018,58,50,0.33,56
10-01-2018,56,43,0,58
11-01-2018,58,51,0,58
12-01-2018,58,46,0,65
13-01-2018,65,40,0,54
14-01-2018,54,44,0,60
15-01-2018,60,43,0,61
16-01-2018,61,53,0,60
17-01-2018,60,49,0,58
18-01-2018,58,51,0.1,56
19-01-2018,56,43,0,55
20-01-2018,55,36,0,56
21-01-2018,56,36,0.01,58
22-01-2018,58,47,0.33,56
23-01-2018,56,41,0,58
24-01-2018,58,41,0.24,56
25-01-2018,56,40,0.05,54
26-01-2018,54,39,0,60
27-01-2018,60,39,0,70
28-01-2018,70,44,0,58
29-01-2018,58,43,0,64
30-01-2018,64,43,0,66
31-01-2018,66,42,0,68
01-02-2018,68,46,0,69
02-02-2018,69,46,0,76
03-02-2018,76,46,0,70
04-02-2018,70,49,0,73
05-02-2018,73,46,0,72
06-02-2018,72,45,0,73
07-02-2018,73,48,0,71
08-02-2018,71,46,0,72
09-02-2018,72,46,0,69
10-02-2018,69,45,0,56
11-02-2018,56,39,0,60
12-02-2018,60,38,0,60
13-02-2018,60,43,0,60
14-02-2018,60,38,0,63
15-02-2018,63,37,0,62
16-02-2018,62,38,0,65
17-02-2018,65,40,0,57
18-02-2018,57,44,0,53
19-02-2018,53,41,0,51
20-02-2018,51,31,0,55
21-02-2018,55,40,0,56
22-02-2018,56,40,0,54
23-02-2018,54,37,0,55
24-02-2018,55,33,0,57
25-02-2018,57,36,0,54
26-02-2018,54,43,0.2,55
27-02-2018,55,38,0,54
28-02-2018,54,34,0.14,57
01-03-2018,57,47,0.77,53
02-03-2018,53,42,0.21,51
03-03-2018,51,40,0.28,54
04-03-2018,54,37,0,63
05-03-2018,63,37,0,63
06-03-2018,63,41,0,68
07-03-2018,68,48,0.01,64
08-03-2018,64,50,0.14,61
09-03-2018,61,49,0,57
10-03-2018,57,47,0,65
11-03-2018,65,48,0,66
12-03-2018,66,47,0.13,62
13-03-2018,62,38,0.36,56
14-03-2018,56,47,0.04,58
15-03-2018,58,40,0.28,55
16-03-2018,55,45,0.12,58
17-03-2018,58,42,0.06,56
18-03-2018,56,38,0,63
19-03-2018,63,38,0,57
20-03-2018,57,52,0.58,65
21-03-2018,65,55,0.1,60
22-03-2018,60,48,0.4,59
23-03-2018,59,40,0,56
24-03-2018,56,44,0.14,58
25-03-2018,58,41,0.03,63
26-03-2018,63,44,0,68
27-03-2018,68,43,0,75
28-03-2018,75,47,0,77
29-03-2018,77,50,0,77
30-03-2018,77,51,0,64
31-03-2018,64,50,0,67
01-04-2018,67,47,0,65
02-04-2018,65,49,0,64
03-04-2018,64,45,0,63
04-04-2018,63,50,0,61
05-04-2018,61,45,0.16,62
06-04-2018,62,56,2.14,64
07-04-2018,64,54,0.7,64
08-04-2018,64,48,0,73
09-04-2018,73,48,0,64
10-04-2018,64,53,0,62
11-04-2018,62,49,0.14,61
12-04-2018,61,48,0,67
13-04-2018,67,42,0,72
14-04-2018,72,47,0,63
15-04-2018,63,49,0.04,56
16-04-2018,56,46,0,63
17-04-2018,63,39,0,58
18-04-2018,58,46,0,65
19-04-2018,65,42,0,67
20-04-2018,67,46,0,73
21-04-2018,73,46,0,77
22-04-2018,77,47,0,74
23-04-2018,74,51,0,62
24-04-2018,62,51,0,63
25-04-2018,63,50,0,61
26-04-2018,61,51,0,66
27-04-2018,66,54,0,65
28-04-2018,65,54,0,63
29-04-2018,63,48,0,62
30-04-2018,62,47,0,65
01-05-2018,65,50,0,64
02-05-2018,64,51,0,62
03-05-2018,62,52,0,69
04-05-2018,69,51,0,61
05-05-2018,61,50,0,64
06-05-2018,64,53,0,70
07-05-2018,70,48,0,66
08-05-2018,66,51,0,67
09-05-2018,67,53,0,67
10-05-2018,67,50,0,73
11-05-2018,73,50,0,72
12-05-2018,72,54,0,65
13-05-2018,65,54,0,63
14-05-2018,63,53,0,64
15-05-2018,64,55,0,65
16-05-2018,65,54,0,64
17-05-2018,64,54,0,62
18-05-2018,62,54,0,62
19-05-2018,62,53,0,62
20-05-2018,62,53,0,64
21-05-2018,64,51,0,58
22-05-2018,58,53,0,62
23-05-2018,62,54,0,61
24-05-2018,61,53,0,64
25-05-2018,64,55,0,64
26-05-2018,64,54,0,71
27-05-2018,71,50,0,81
28-05-2018,81,54,0,72
29-05-2018,72,52,0,61
30-05-2018,61,51,0,64
31-05-2018,64,52,0,73
01-06-2018,73,51,0,84
02-06-2018,84,53,0,75
03-06-2018,75,54,0,68
04-06-2018,68,52,0,65
05-06-2018,65,51,0,63
06-06-2018,63,53,0,65
07-06-2018,65,54,0,68
08-06-2018,68,50,0,68
09-06-2018,68,55,0,70
10-06-2018,70,49,0,72
11-06-2018,72,53,0,75
12-06-2018,75,54,0,73
13-06-2018,73,52,0,70
14-06-2018,70,54,0,64
15-06-2018,64,56,0,69
16-06-2018,69,56,0,70
17-06-2018,70,56,0,69
18-06-2018,69,54,0,66
19-06-2018,66,54,0,65
20-06-2018,65,54,0,69
21-06-2018,69,53,0,80
22-06-2018,80,52,0,86
23-06-2018,86,55,0,76
24-06-2018,76,57,0,70
25-06-2018,70,53,0,68
26-06-2018,68,51,0,64
27-06-2018,64,53,0,67
28-06-2018,67,55,0,74
29-06-2018,74,55,0,80
30-06-2018,80,54,0,67
01-07-2018,67,55,0,67
02-07-2018,67,54,0,71
03-07-2018,71,55,0,70
04-07-2018,70,56,0,74
05-07-2018,74,55,0,80
06-07-2018,80,60,0,72
07-07-2018,72,56,0,72
08-07-2018,72,55,0,76
09-07-2018,76,52,0,76
10-07-2018,76,57,0,73
11-07-2018,73,57,0,71
12-07-2018,71,57,0,74
13-07-2018,74,59,0,69
14-07-2018,69,57,0,69
15-07-2018,69,56,0,69
16-07-2018,69,56,0,69
17-07-2018,69,56,0,70
18-07-2018,70,57,0,71
19-07-2018,71,57,0,76
20-07-2018,76,57,0,72
21-07-2018,72,60,0,72
22-07-2018,72,59,0,71
23-07-2018,71,58,0,71
24-07-2018,71,58,0,73
25-07-2018,73,57,0,66
26-07-2018,66,56,0,66
27-07-2018,66,55,0,67
28-07-2018,67,55,0,66
29-07-2018,66,55,0,67
30-07-2018,67,55,0,66
31-07-2018,66,54,0,65
01-08-2018,65,55,0,67
02-08-2018,67,55,0,73
03-08-2018,73,52,0,72
04-08-2018,72,54,0,70
05-08-2018,70,52,0,74
06-08-2018,74,52,0,65
07-08-2018,65,53,0,71
08-08-2018,71,55,0,80
09-08-2018,80,55,0,71
10-08-2018,71,52,0,74
11-08-2018,74,56,0,71
12-08-2018,71,54,0,66
13-08-2018,66,57,0,67
14-08-2018,67,58,0,71
15-08-2018,71,61,0,71
16-08-2018,71,58,0,74
17-08-2018,74,55,0,74
18-08-2018,74,51,0,67
19-08-2018,67,54,0,67
20-08-2018,67,57,0,68
21-08-2018,68,57,0,71
22-08-2018,71,60,0,69
23-08-2018,69,61,0,69
24-08-2018,69,57,0,69
25-08-2018,69,55,0,69
26-08-2018,69,57,0,71
27-08-2018,71,58,0,70
28-08-2018,70,57,0,74
29-08-2018,74,55,0,71
30-08-2018,71,60,0,71
31-08-2018,71,58,0,68
01-09-2018,68,54,0,70
02-09-2018,70,54,0,69
03-09-2018,69,58,0,70
04-09-2018,70,58,0,67
05-09-2018,67,58,0,66
06-09-2018,66,52,0,73
07-09-2018,73,52,0,73
08-09-2018,73,51,0,74
09-09-2018,74,51,0,76
10-09-2018,76,53,0,71
11-09-2018,71,53,0,68
12-09-2018,68,50,0,68
13-09-2018,68,57,0,71
14-09-2018,71,56,0,67
15-09-2018,67,52,0,71
16-09-2018,71,50,0,66
17-09-2018,66,57,0,67
18-09-2018,67,52,0,74
19-09-2018,74,53,0,86
20-09-2018,86,51,0,73
21-09-2018,73,52,0,67
22-09-2018,67,52,0,70
23-09-2018,70,50,0,76
24-09-2018,76,48,0,70
25-09-2018,70,52,0,77
26-09-2018,77,50,0,66
27-09-2018,66,51,0,67
28-09-2018,67,57,0,71
29-09-2018,71,59,0,74
30-09-2018,74,59,0,76
01-10-2018,76,56,0,77
02-10-2018,77,63,0.07,75
03-10-2018,75,61,0,70
04-10-2018,70,59,0,72
05-10-2018,72,53,0,74
06-10-2018,74,53,0,84
07-10-2018,84,62,0,81
08-10-2018,81,55,0,71
09-10-2018,71,52,0,68
10-10-2018,68,52,0,70
